698.1,21.414,5.7023,12.687,12.011,1.7306,0.1887,4.3555,13.411,18.97,15.712,8.0297
639.53,22.581,6.3676,12.872,12.14,1.7361,0.25969,4.2243,13.545,17.845,16.213,7.8511
637.24,22.581,6.515,12.805,11.847,1.9946,0.43303,4.103,13.443,16.835,16.066,6.9899
527.06,21.601,6.3571,13.244,12.732,2.0593,0.29725,3.7857,13.773,14.332,15.244,6.6232
349.48,21.601,6.3571,13.009,13.237,2.4149,0.20635,3.2361,13.404,10.472,15.244,5.2109
365.28,19.024,6.8575,12.596,12.807,1.948,0.07222,2.9584,12.938,8.7524,12.166,5.2326
445.29,19.024,6.7967,12.296,11.942,2.101,0.25802,3.1022,12.68,9.6237,12.227,5.0789
471.46,19.88,6.7967,12.476,12.184,2.1,0.21849,3.2008,12.878,10.245,13.083,5.2256
447.65,20.123,5.3014,11.803,11.49,1.913,0.22368,3.6477,12.351,13.306,14.822,6.4393
409.01,20.48,7.945,12.733,12.457,2.188,0.41807,3.0115,13.083,9.0692,12.535,4.9602
305.92,24.888,5.2823,12.227,11.79,4.2648,0.74445,3.2799,12.658,10.758,19.605,4.8625
472.01,24.888,5.2823,12.496,12.11,3.5119,0.68343,3.7531,13.045,14.086,19.605,5.4366
664.08,21.271,5.4049,12.621,11.783,1.8483,0.26521,4.0466,13.252,16.375,15.866,7.3136
716.5,21.271,5.4049,12.255,11.102,1.8779,0.34542,4.293,12.982,18.43,15.866,7.505
711.69,21.969,6.2198,12.432,11.586,1.9801,0.37297,4.2966,13.15,18.46,15.75,7.325
671.36,21.969,6.2225,12.46,11.371,2.1675,0.54991,4.1134,13.119,16.92,15.747,6.553
581.34,21.52,6.6282,12.467,11.646,2.1175,0.45342,3.7125,13.006,13.783,14.892,6.0377
621.35,19.8,6.6282,12.354,11.639,1.878,0.30422,3.7288,12.902,13.904,13.172,6.5731
574.2,19.8,6.7061,12.125,11.43,1.9781,0.39917,3.4683,12.609,12.029,13.094,6.268
487.29,19.852,7.6935,12.17,11.855,2.2264,0.49935,3.0031,12.533,9.0185,12.158,4.7974
352.59,19.852,8.359,11.799,11.05,3.6024,1.0745,2.5133,12.063,6.3166,11.493,3.252
670.14,20.904,5.2825,12.022,12.056,1.9892,0.25217,4.1338,12.711,17.089,15.621,7.0149
631.14,21.213,6.1267,12.065,11.063,2.1037,0.44209,3.9594,12.696,15.677,15.086,6.6512
765.47,21.345,5.8337,12.01,11.132,1.7041,0.30773,4.5909,12.854,21.076,15.511,8.6169
745.52,21.784,5.8337,12.234,11.661,1.8037,0.31989,4.4865,13.027,20.129,15.951,8.2751
760.41,23.879,5.1183,12.333,11.165,2.0637,0.47601,4.6329,13.172,21.464,18.761,8.1111
829,23.879,5.1183,12.415,11.287,1.9999,0.48491,5.0738,13.408,25.743,18.761,8.405
802.38,23.158,6.2745,12.608,11.808,1.9008,0.44253,4.9113,13.527,24.121,16.884,8.4583
718.8,22.046,6.7246,12.639,11.73,1.7959,0.34661,4.3144,13.352,18.614,15.322,7.9641
656.25,22.143,6.7184,12.661,11.849,1.8161,0.31459,3.9855,13.271,15.884,15.425,6.993
689.71,22.143,6.5516,12.679,11.711,1.7728,0.32052,4.1719,13.345,17.404,15.592,7.4283
724.89,21.47,6.5516,12.767,11.471,1.7308,0.36235,4.3626,13.489,19.033,14.918,7.9952
674.79,21.47,6.8649,12.789,11.754,1.9118,0.43208,4.085,13.423,16.688,14.605,7.1692
667.99,21.723,7.1697,12.876,12.079,2.0388,0.43122,4.0048,13.482,16.038,14.554,6.7274
670.12,21.723,7.0832,12.828,12.207,2.0403,0.39484,4.0222,13.442,16.178,14.64,7.0659
595.66,22.302,7.0832,12.858,12.306,2.0772,0.44985,3.8543,13.421,14.856,15.219,6.8358
643.8,22.302,7.2738,13.018,12.034,1.8162,0.39726,4.0433,13.629,16.348,15.028,7.421
641.81,20.516,7.2738,12.868,12.343,1.6388,0.20581,3.8541,13.43,14.854,13.242,7.3289
600.34,21.351,6.7028,12.896,12.834,1.8349,0.13476,3.6495,13.401,13.319,14.649,6.5541
673.28,22.021,6.7028,12.959,12.462,1.9502,0.29228,4.0405,13.572,16.325,15.318,6.8294
710.51,22.021,6.9698,12.759,11.681,1.8675,0.39789,4.2878,13.458,18.385,15.051,7.786
665.05,21.656,6.9698,12.561,11.648,1.8005,0.3597,4.0003,13.18,16.003,14.686,7.5967
698.95,21.895,4.6634,12.711,12.116,1.933,0.17281,4.1653,13.374,17.35,17.231,7.6106
726.9,22.081,4.6634,12.737,12.088,1.9641,0.21731,4.3661,13.461,19.063,17.417,8.0563
609.92,22.081,7.0138,12.628,12.042,2.0667,0.35075,3.7098,13.16,13.762,15.067,6.5998
508.44,19.349,7.5823,12.472,12.252,1.8291,0.24942,3.1062,12.851,9.6484,11.766,5.7756
550.06,19.068,6.8868,12.203,11.644,1.7843,0.288,3.3647,12.656,11.321,12.181,6.1195
570.28,19.962,6.7491,11.922,11.228,2.0157,0.52203,3.5417,12.435,12.543,13.213,6.1085
106.89,22.634,10.265,12.55,12.461,21.469,3.6463,1.564,12.647,2.4461,12.369,0.98339
31.562,13.783,10.959,12.501,12.52,3.6522,-0.10591,0.44789,12.509,0.20061,2.8246,0.58221
23.471,13.783,10.959,12.629,12.636,4.4484,-0.49564,0.39178,12.635,0.1535,2.8246,0.5136
37.836,13.634,10.865,12.534,12.544,3.5583,-0.25131,0.40821,12.541,0.16664,2.7692,0.56255
31.88,13.634,10.865,12.217,12.184,4.5305,0.28556,0.35247,12.222,0.12424,2.7692,0.43016
27.326,13.139,11.329,12.262,12.25,2.7125,0.12352,0.35208,12.267,0.12396,1.8102,0.49847
23.557,13.325,11.385,12.299,12.262,2.8282,0.21891,0.37707,12.305,0.14218,1.9403,0.53616
23.857,13.325,11.385,12.244,12.216,3.8057,0.53326,0.33129,12.249,0.10976,1.9403,0.40725
23.3,13.152,11.751,12.316,12.322,2.8217,0.20062,0.26584,12.319,0.070671,1.4011,0.38195
20.897,13.244,11.62,12.338,12.333,3.4815,0.35665,0.27795,12.341,0.077256,1.6242,0.35895
33.91,13.363,11.221,12.324,12.303,3.0484,-0.046221,0.39316,12.33,0.15457,2.1414,0.4654
33.533,13.363,11.221,12.38,12.449,2.6933,-0.41011,0.41246,12.387,0.17013,2.1414,0.58241
37.885,13.194,11.453,12.414,12.427,2.7023,-0.085224,0.32065,12.418,0.10282,1.7411,0.46922
22.425,13.596,11.524,12.387,12.371,3.1978,0.22785,0.36964,12.392,0.13664,2.0723,0.47178
38.177,13.643,11.419,12.44,12.413,2.966,0.21243,0.43955,12.448,0.1932,2.2245,0.55982
45.775,14.475,11.402,12.472,12.428,3.9159,0.63792,0.56187,12.484,0.3157,3.0728,0.67715
42.726,14.475,11.402,12.422,12.424,5.5638,0.9451,0.50554,12.432,0.25557,3.0728,0.5276
42.262,13.124,11.665,12.403,12.429,2.3997,-0.25336,0.33183,12.407,0.11011,1.4585,0.49319
39.13,14.172,10.99,12.358,12.297,4.268,0.35974,0.48278,12.367,0.23308,3.1821,0.61037
34.476,14.172,10.975,12.303,12.251,4.9457,0.53311,0.48909,12.313,0.23921,3.1968,0.48795
22.772,13.473,10.975,12.356,12.37,5.1941,-0.23834,0.3335,12.361,0.11122,2.4978,0.39796
