588.55,18.284,3.9292,9.9809,9.6255,1.9156,0.32108,3.6162,10.613,13.077,14.355,6.2775,3
539.76,18.351,4.6642,9.9042,9.6684,1.9429,0.35845,3.5142,10.507,12.35,13.687,6.2081,3
523.13,18.351,4.6642,9.7627,9.2489,2.2562,0.52706,3.3727,10.327,11.375,13.687,5.4234,3
428.13,17.013,4.7477,10.174,9.7628,2.0691,0.3707,3.0864,10.63,9.5262,12.265,5.1033,3
285.66,16.554,4.7477,10.191,10.229,2.0344,0.13479,2.8398,10.578,8.0644,11.806,4.7665,3
306.61,15.933,5.1018,9.9245,9.9971,1.9381,0.13861,2.7149,10.288,7.3708,10.831,4.6403,3
396.5,16.714,4.6605,9.7512,9.5766,2.4648,0.39694,2.7922,10.142,7.7966,12.053,4.081,3
438.3,16.714,4.6605,10.041,9.9998,2.2331,0.28396,2.967,10.469,8.803,12.053,4.4859,3
390.08,16.956,3.6201,9.5836,9.4443,2.0317,0.20552,3.0812,10.065,9.4935,13.336,5.3272,2
374.01,16.772,5.6786,10.07,9.6215,2.1702,0.46358,2.8692,10.469,8.232,11.093,4.5741,3
268.14,20.351,4.1115,9.7825,9.4044,3.5838,0.83012,3.1023,10.261,9.6242,16.24,4.5195,3
383.37,20.351,4.1115,9.9469,9.3974,3.4387,0.77867,3.3465,10.493,11.199,16.24,4.7216,3
557.91,16.365,4.5776,9.9989,9.8653,1.6609,0.077169,3.2741,10.519,10.72,11.787,6.1037,2
592.9,16.655,4.5776,9.7702,9.255,1.7733,0.25582,3.4765,10.368,12.086,12.077,6.2704,2
592.32,16.862,4.4711,9.8498,9.6736,1.9012,0.26454,3.545,10.466,12.567,12.391,5.8375,2
579.93,17.228,4.4711,9.8919,9.3574,2.0255,0.42702,3.4795,10.484,12.107,12.757,5.3606,2
519.99,17.228,4.5546,9.8171,9.508,2.1313,0.39764,3.1836,10.318,10.135,12.673,5.2127,2
528.88,16.127,4.5546,9.769,9.5669,1.8955,0.20201,3.1158,10.252,9.708,11.573,5.588,2
510.61,16.127,5.2609,9.7758,9.4194,1.8141,0.26818,3.0504,10.239,9.3051,10.866,5.6489,2
449.08,16.116,5.7721,9.8636,9.4429,2.0323,0.35928,2.7357,10.234,7.484,10.344,4.4994,2
328.25,16.116,6.3451,9.8787,9.3004,2.8993,0.76511,2.225,10.125,4.9504,9.7714,3.1079,2
617.02,19.611,4.1713,9.9513,9.8219,2.379,0.48941,3.8792,10.678,15.048,15.44,5.9408,3
577.17,18.177,4.5487,10.013,9.6237,1.9975,0.23485,3.5173,10.611,12.371,13.628,6.1273,2
676.5,18.177,4.5212,9.8595,9.691,1.7965,0.22733,3.9663,10.624,15.732,13.656,7.3223,2
642.97,17.359,4.5212,9.891,9.6964,1.8219,0.24211,3.7803,10.586,14.29,12.838,6.6592,2
668.43,19.294,3.6763,9.8805,9.2897,2.0942,0.39022,3.9667,10.644,15.734,15.618,6.9156,2
714.4,19.294,3.6763,9.8501,9.2117,2.0783,0.46494,4.2834,10.738,18.347,15.618,7.4232,2
679.77,18.544,4.3754,9.8576,9.3124,1.9912,0.44145,4.0872,10.668,16.705,14.169,7.1324,2
613.67,18.009,4.5455,9.8297,9.2794,1.9475,0.33035,3.6663,10.489,13.442,13.463,6.2863,2
573.55,17.996,4.8555,9.9368,9.5981,1.9445,0.30351,3.4388,10.513,11.826,13.14,5.8282,2
587.76,17.996,4.7191,9.8789,9.6672,1.868,0.27818,3.5108,10.482,12.326,13.277,6.0789,2
579.07,17.698,4.7191,9.8391,9.3398,1.967,0.34895,3.4788,10.434,12.102,12.979,5.9073,2
542.03,17.698,4.7708,9.903,9.282,2.1378,0.43945,3.2652,10.425,10.661,12.927,5.495,2
546,16.452,4.9008,9.9155,9.693,1.8453,0.23329,3.1997,10.417,10.238,11.552,5.9791,2
570.51,16.825,4.9008,9.8817,9.7577,1.7459,0.14951,3.3327,10.426,11.107,11.925,6.3525,2
525.22,17.394,4.9629,9.8873,9.481,1.9359,0.3043,3.275,10.414,10.726,12.431,5.9645,2
520.01,17.394,5.3662,9.9,9.4401,1.8962,0.33956,3.2709,10.424,10.699,12.028,6.0671,2
511.95,16.285,4.8053,9.8296,9.6664,1.6928,0.15296,3.1518,10.321,9.9341,11.48,5.8549,2
487.12,16.742,4.8015,9.8844,10.21,1.8164,0.066647,3.0515,10.343,9.3113,11.941,5.3451,2
544.83,17.295,4.8015,9.9026,9.7619,1.9111,0.16097,3.2877,10.432,10.809,12.493,5.6102,2
590.14,17.475,4.8322,9.8706,9.4561,1.8539,0.28308,3.5119,10.474,12.333,12.642,6.5184,2
553.14,17.475,5.2314,9.785,9.3688,1.8431,0.26995,3.319,10.33,11.015,12.243,6.2161,2
550.98,16.844,3.7431,9.8629,9.9517,1.8411,0.035856,3.3002,10.398,10.892,13.101,5.8744,2
579.76,17.461,3.7431,9.9215,9.8163,1.9233,0.10574,3.4747,10.51,12.073,13.718,6.2068,2
504.7,17.461,5.0379,9.8011,9.7045,2.1032,0.29699,3.093,10.276,9.5664,12.423,5.401,2
426.27,15.646,5.8464,9.8067,9.6511,1.9261,0.21754,2.6214,10.15,6.8716,9.8001,4.6216,2
479.96,16.169,5.0412,9.8399,9.6853,1.8872,0.19655,2.8887,10.254,8.3448,11.127,5.2509,2
487.55,16.169,5.0412,9.7631,9.3497,1.9256,0.26596,2.957,10.199,8.7438,11.127,4.9321,2
85.689,18.738,7.6152,9.8888,9.7153,22.123,3.7771,1.3597,9.9814,1.8489,11.123,0.6232,1
25.795,10.607,8.6075,9.6647,9.6408,3.0116,0.03634,0.34231,9.6708,0.11718,1.9998,0.44713,1
17.383,10.607,8.6075,9.6464,9.6387,3.5615,-0.066427,0.29878,9.651,0.089269,1.9998,0.38333,1
11.546,10.306,8.9258,9.6692,9.6635,2.9068,-0.088112,0.22087,9.6717,0.048786,1.3803,0.2933,1
21.5,10.624,8.9037,9.6869,9.6736,4.6183,0.32088,0.24482,9.6899,0.059939,1.7201,0.27348,1
19.572,10.624,8.9037,9.7343,9.7199,3.2848,0.28322,0.31487,9.7394,0.099145,1.7201,0.39315,1
24.793,11.12,8.7709,9.7554,9.7399,3.7238,0.50895,0.39442,9.7633,0.15557,2.3492,0.49669,1
35.567,11.12,8.7709,9.7408,9.7324,4.4935,0.7097,0.36756,9.7477,0.1351,2.3492,0.45298,1
24.854,10.537,9.0783,9.7567,9.7702,2.6336,0.12428,0.27467,9.7605,0.075446,1.4591,0.40581,1
20.182,10.36,9.0268,9.7591,9.7714,2.8089,-0.061587,0.26112,9.7626,0.068186,1.3328,0.32,1
28.125,10.799,8.7416,9.7526,9.7708,3.2631,-0.10468,0.35937,9.7592,0.12915,2.0577,0.40695,1
33.392,10.799,8.7416,9.7557,9.7986,2.8736,-0.22955,0.38366,9.7633,0.14719,2.0577,0.51461,1
31.702,10.4,8.8194,9.7505,9.7858,2.9532,-0.35048,0.28219,9.7545,0.079633,1.5806,0.38925,1
23.112,11.039,8.9079,9.7672,9.7779,4.1389,0.36584,0.34912,9.7734,0.12188,2.131,0.39661,1
35.46,11.039,8.8085,9.7629,9.7699,3.0044,0.24188,0.42975,9.7723,0.18469,2.2304,0.56192,1
37.728,11.528,8.7863,9.7594,9.7248,3.5804,0.61594,0.5046,9.7724,0.25462,2.7417,0.6473,1
35.357,11.528,8.7863,9.7575,9.7524,5.0257,0.83218,0.44375,9.7675,0.19691,2.7417,0.46115,1
34.621,10.301,9.0771,9.7546,9.8039,2.2579,-0.33812,0.28781,9.7589,0.082837,1.2242,0.47877,1
28.696,11.313,8.5103,9.7239,9.6833,4.797,0.3841,0.4253,9.7331,0.18088,2.8023,0.53649,1
30.299,11.313,8.5103,9.7121,9.6781,4.6857,0.56006,0.4507,9.7225,0.20313,2.8023,0.37912,1
21.068,10.809,8.8427,9.7465,9.7499,4.624,0.34592,0.31444,9.7515,0.098873,1.9663,0.30994,1
17.661,10.271,9.0716,9.7392,9.768,2.7498,-0.32159,0.22765,9.7418,0.051824,1.1998,0.29832,1
17.449,10.304,9.0716,9.7443,9.7626,2.6659,-0.25334,0.25342,9.7475,0.064221,1.2325,0.34719,1
18.878,10.311,9.1255,9.757,9.7636,2.3395,-0.091482,0.26948,9.7607,0.07262,1.1857,0.39052,1
17.623,10.472,8.976,9.7521,9.7405,2.848,0.12915,0.2677,9.7557,0.071664,1.4962,0.37122,1
15.188,10.49,8.976,9.7491,9.7231,3.4963,0.2991,0.25267,9.7523,0.063841,1.5137,0.33385,1
16.723,10.625,8.988,9.7393,9.715,3.7214,0.30586,0.25548,9.7427,0.065272,1.6373,0.34786,1
22.122,10.625,8.9144,9.7518,9.7685,3.0704,-0.28408,0.31448,9.7569,0.098899,1.7108,0.40965,1
20.497,10.374,8.9144,9.7574,9.7838,3.6115,-0.55646,0.27701,9.7613,0.076737,1.46,0.32859,1
15.194,10.259,9.2323,9.7188,9.7437,2.4797,-0.10611,0.2015,9.7209,0.040604,1.0271,0.29563,1
17.276,10.323,9.22,9.7238,9.738,2.4264,-0.018957,0.23089,9.7265,0.05331,1.1032,0.33216,1
34.133,10.679,8.346,9.7384,9.7516,3.9932,-0.39099,0.36221,9.7451,0.1312,2.3329,0.45305,1
40.859,10.679,8.346,9.7178,9.7143,3.745,-0.30894,0.37,9.7248,0.1369,2.3329,0.44802,1
22.184,10.588,8.8684,9.7172,9.7107,3.2698,0.0010347,0.30278,9.7219,0.091674,1.7198,0.37875,1
21.857,10.588,8.8684,9.7197,9.6803,2.8769,0.32236,0.32896,9.7252,0.10822,1.7198,0.44942,1
26.875,10.532,8.8678,9.7267,9.7161,2.3171,0.066353,0.3326,9.7323,0.11062,1.6642,0.49834,1
26.016,10.364,8.8678,9.7369,9.7525,2.35,-0.21547,0.31156,9.7419,0.097071,1.496,0.46374,1
17.301,10.402,8.7214,9.7246,9.7423,4.0462,-0.63407,0.28378,9.7287,0.080534,1.6806,0.33598,1
27.11,11.121,8.7214,9.7256,9.75,4.5789,0.054447,0.37145,9.7327,0.13797,2.3993,0.37304,1
26.571,11.121,8.7501,9.7317,9.7268,3.6033,0.29953,0.38921,9.7394,0.15148,2.3705,0.48384,1
23.804,10.543,8.876,9.7279,9.7023,2.9747,0.15454,0.29021,9.7322,0.08422,1.6667,0.35376,1
25.279,10.489,8.8129,9.7262,9.7042,4.1256,-0.075706,0.2704,9.73,0.073114,1.6763,0.32202,1
20.782,10.489,8.8129,9.7157,9.7253,4.5553,-0.274,0.25433,9.719,0.064683,1.6763,0.27453,1
17.603,10.172,9.2669,9.7102,9.7171,2.7796,-0.087182,0.19281,9.7121,0.037177,0.90469,0.23288,1
22.082,10.572,8.9341,9.7206,9.7133,3.2483,-0.003565,0.28329,9.7247,0.080251,1.6376,0.36522,1
27.134,10.572,8.9341,9.7331,9.7614,2.7705,-0.052064,0.32036,9.7383,0.10263,1.6376,0.40972,1
18.308,10.695,9.0479,9.7236,9.6985,3.7546,0.41127,0.27569,9.7274,0.076006,1.6471,0.32631,1
23.692,10.695,9.049,9.7284,9.7091,3.8198,0.40501,0.2626,9.732,0.06896,1.646,0.31794,1
29.275,10.422,9.049,9.7622,9.7406,2.4152,-0.016604,0.29718,9.7667,0.088316,1.3734,0.39408,1
26.743,10.474,8.8062,9.7356,9.7278,2.464,-0.16185,0.33749,9.7414,0.1139,1.6678,0.45511,1
35.686,10.755,8.8062,9.7043,9.695,2.3929,0.091614,0.38695,9.712,0.14973,1.9483,0.57653,1
36.132,10.755,8.9359,9.723,9.7018,2.3756,0.19342,0.37434,9.7302,0.14013,1.8187,0.53682,1
23.144,10.474,8.81,9.7154,9.7202,2.7806,-0.18612,0.33325,9.7211,0.11106,1.6638,0.44459,1
36.16,10.821,8.6426,9.7214,9.7476,2.8957,-0.12674,0.40146,9.7296,0.16117,2.1788,0.54761,1
37.311,10.821,8.6426,9.7294,9.72,2.718,0.031513,0.42656,9.7387,0.18196,2.1788,0.58685,1
28.951,10.729,8.7702,9.723,9.7011,2.9799,0.16808,0.39642,9.731,0.15715,1.9583,0.44408,1
35.166,10.718,8.7702,9.7199,9.7213,2.9339,0.21625,0.37849,9.7273,0.14326,1.9481,0.43153,1
24.215,10.574,8.9379,9.7068,9.7072,2.6738,0.21033,0.33227,9.7125,0.1104,1.6357,0.4403,1
23.952,10.596,9.0677,9.7214,9.7177,2.5104,0.19307,0.32038,9.7267,0.10264,1.5282,0.45447,1
28.752,10.722,8.9421,9.729,9.7213,2.9999,0.30415,0.35023,9.7353,0.12266,1.7802,0.44282,1
28.123,10.722,8.9421,9.7246,9.7226,3.2615,0.20991,0.33073,9.7302,0.10938,1.7802,0.41459,1
29.23,11.138,8.8585,9.7383,9.7365,3.4795,0.25446,0.40529,9.7467,0.16426,2.2794,0.52723,1
33.442,11.138,8.8585,9.7422,9.757,3.5927,0.37635,0.40895,9.7507,0.16724,2.2794,0.5159,1
34.097,10.732,9.0005,9.7402,9.7487,2.924,0.16922,0.32536,9.7456,0.10586,1.7318,0.42281,1
27.196,10.542,9.0005,9.7487,9.7195,2.3645,0.18428,0.33235,9.7543,0.11046,1.5414,0.49879,1
23.818,10.606,9.1638,9.8158,9.779,2.2141,0.31946,0.34993,9.822,0.12245,1.4419,0.55997,1
30.2,10.824,9.0035,9.9532,9.9388,2.4124,-0.078551,0.37372,9.9602,0.13967,1.8208,0.54227,1
485.63,16.335,4.7563,9.704,9.8776,1.8928,0.20061,3.0376,10.167,9.2267,11.579,5.4584,2
544.41,16.895,4.7563,9.6587,9.1257,1.6955,0.28039,3.3978,10.237,11.545,12.139,6.3941,2
505.83,16.895,5.037,9.6743,9.2612,1.9946,0.41328,3.2752,10.212,10.727,11.858,5.646,2
501.07,16.708,5.3377,9.835,9.5882,1.8418,0.29786,3.1211,10.317,9.7413,11.37,5.6659,2
579.39,17.099,4.2423,9.8731,9.121,1.6497,0.20768,3.4684,10.462,12.03,12.856,6.3365,2
621.11,17.099,4.2423,9.9113,9.1287,1.6676,0.18261,3.7378,10.59,13.971,12.856,6.79,2
583.66,17.031,4.2492,9.8737,9.5429,1.8103,0.16622,3.5093,10.476,12.315,12.782,6.0783,2
548.92,16.611,4.2492,9.8585,9.3326,1.9053,0.31284,3.3625,10.414,11.307,12.362,5.4973,2
534.73,16.864,5.1745,10.03,9.3769,1.9329,0.3876,3.3267,10.566,11.067,11.689,6.0597,2
522.83,16.864,5.1742,9.9949,9.4738,1.9717,0.34314,3.2229,10.5,10.387,11.69,5.7399,2
488.47,16.627,4.7883,10.126,10.186,1.8822,0.013911,3.1243,10.595,9.761,11.839,5.6743,2
470,15.964,4.4869,10.147,10.671,1.7684,-0.15224,3.1903,10.635,10.178,11.477,5.9338,2
516.9,16.939,4.4869,9.8948,9.7057,1.7416,0.15377,3.3445,10.443,11.186,12.452,6.1998,2
534.2,16.939,5.0674,9.8552,9.8259,1.917,0.25109,3.3047,10.392,10.921,11.872,5.8487,2
471.11,16.225,5.1918,9.7891,9.6262,2.0195,0.24191,2.8626,10.198,8.1946,11.033,4.7759,2
464.35,15.815,5.4302,9.8719,9.7691,1.9323,0.26295,2.8183,10.265,7.9429,10.384,4.9922,2
61.624,12.804,7.7523,9.7324,9.4958,4.7111,1.0793,0.8799,9.7719,0.77423,5.0521,0.84639,1
28.172,10.65,8.7193,9.6387,9.6759,3.0876,-0.069664,0.37242,9.6458,0.1387,1.9305,0.48101,1
16.225,10.517,8.9299,9.7184,9.7194,5.3486,-0.24495,0.24095,9.7214,0.058059,1.5872,0.18536,1
29.468,10.741,8.9304,9.7346,9.7209,3.882,0.45395,0.32034,9.7398,0.10262,1.8104,0.2885,1
26.987,10.741,8.9304,9.7384,9.698,3.1647,0.42847,0.33057,9.744,0.10928,1.8104,0.42551,1
25.029,10.477,8.9219,9.7397,9.71,2.5457,0.068839,0.32018,9.7449,0.10251,1.5551,0.44207,1
26.978,10.477,8.9219,9.7365,9.7542,2.8231,-0.17634,0.30433,9.7413,0.092619,1.5551,0.3738,1
19.582,10.478,8.8605,9.7373,9.7627,2.6027,-0.22949,0.30728,9.7421,0.094419,1.6172,0.44341,1
21.347,10.478,8.8605,9.7336,9.736,2.781,-0.043965,0.28991,9.7379,0.084049,1.6172,0.40594,1
