1201, 1201, 1137, -59, 2, 1393772535043
1201, 1201, 1137, -59, 2, 1393772535103
1201, 1201, 1137, -59, 2, 1393772535214
1201, 1201, 1137, -59, 2, 1393772535323
1201, 1201, 1137, -59, 2, 1393772535436
1201, 1201, 1137, -59, 2, 1393772535545
1201, 1201, 1137, -59, 2, 1393772535655
1201, 1201, 1137, -59, 2, 1393772535763
1201, 1201, 1137, -59, 2, 1393772535876
1201, 1201, 1137, -59, 2, 1393772535983
1201, 1201, 1137, -59, 2, 1393772536096
1201, 1201, 1137, -59, 2, 1393772536213
1201, 1201, 1137, -59, 2, 1393772536326
1201, 1201, 1137, -59, 2, 1393772536441
1201, 1201, 1137, -59, 2, 1393772536556
1201, 1201, 1137, -59, 2, 1393772536671
1201, 1201, 1137, -59, 2, 1393772536794
1201, 1201, 1137, -59, 2, 1393772536909
1201, 1201, 1137, -59, 2, 1393772537018
1201, 1201, 1137, -59, 2, 1393772537131
1201, 1201, 1137, -59, 2, 1393772537240
1201, 1201, 1137, -59, 2, 1393772537364
1201, 1201, 1137, -59, 2, 1393772537474
1201, 1201, 1137, -59, 2, 1393772537586
1201, 1201, 1137, -59, 2, 1393772537701
1201, 1201, 1137, -59, 2, 1393772537816
1201, 1201, 1137, -59, 2, 1393772537931
1201, 1201, 1137, -59, 2, 1393772538046
1201, 1201, 1137, -59, 2, 1393772538153
1201, 1201, 1137, -59, 2, 1393772538265
1201, 1201, 1137, -59, 2, 1393772538389
1201, 1201, 1137, -59, 2, 1393772538493
1201, 1201, 1137, -59, 2, 1393772538597
1201, 1201, 1137, -59, 2, 1393772538704
1201, 1201, 1137, -59, 2, 1393772538816
1201, 1201, 1137, -59, 2, 1393772538929
1201, 1201, 1137, -59, 2, 1393772539041
1201, 1201, 1137, -59, 2, 1393772539153
1201, 1201, 1137, -59, 2, 1393772539274
1201, 1201, 1137, -59, 2, 1393772539385
1201, 1201, 1137, -59, 2, 1393772539501
1201, 1201, 1137, -59, 2, 1393772539624
1201, 1201, 1137, -59, 2, 1393772539731
1201, 1201, 1137, -59, 2, 1393772539849
1201, 1201, 1137, -59, 2, 1393772539961
1201, 1201, 1137, -59, 2, 1393772540076
1201, 1201, 1137, -59, 2, 1393772540191
1201, 1201, 1137, -59, 2, 1393772540306
1201, 1201, 1137, -59, 2, 1393772540435
1201, 1201, 1137, -59, 2, 1393772540548
1201, 1201, 1137, -59, 2, 1393772540679
1201, 1201, 1137, -59, 2, 1393772540788
1201, 1201, 1137, -59, 2, 1393772540905
1201, 1201, 1137, -59, 2, 1393772541021
1201, 1201, 1137, -59, 2, 1393772541139
1201, 1201, 1137, -59, 2, 1393772541243
1201, 1201, 1137, -59, 2, 1393772541354
1201, 1201, 1137, -59, 2, 1393772541463
1201, 1201, 1137, -59, 2, 1393772541574
1201, 1201, 1137, -59, 2, 1393772541684
203716575, 30687, 1137, -59, 2, 1393772541798
203716575, 30687, 1137, -59, 2, 1393772541908
203716575, 30687, 1137, -59, 2, 1393772542021
203716575, 30687, 1137, -59, 2, 1393772542133
203716575, 30687, 1137, -59, 2, 1393772542255
203716575, 30687, 1137, -59, 2, 1393772542373
203716575, 30687, 1137, -59, 2, 1393772542486
203716575, 30687, 1137, -59, 2, 1393772542601
203716575, 30687, 1137, -59, 2, 1393772542724
203716575, 30687, 1137, -59, 2, 1393772542836
203716575, 30687, 1137, -59, 2, 1393772542951
203716575, 30687, 1137, -59, 2, 1393772543074
203716575, 30687, 1137, -59, 2, 1393772543186
203716575, 30687, 1137, -59, 2, 1393772543295
203716575, 30687, 1137, -59, 10, 1393772543404
203716575, 30687, 1137, -59, 10, 1393772543516
203716575, 30687, 1137, -71, 10, 1393772543558
203716575, 30687, 1137, -71, 10, 1393772543631
203716575, 30687, 1137, -71, 10, 1393772543746
203716575, 30687, 1137, -71, 10, 1393772543861
