-0.306, 3.83, 10.726, 1393773636500
-0.153, 2.911, 8.121, 1393773636504
-0.306, 2.911, 8.427, 1393773636513
-0.459, 3.217, 8.581, 1393773636523
-0.459, 3.371, 8.734, 1393773636544
-0.459, 3.524, 8.581, 1393773636553
-0.306, 3.677, 8.581, 1393773636564
-0.153, 3.83, 8.581, 1393773636573
0.0, 3.83, 8.581, 1393773636583
0.153, 3.83, 8.581, 1393773636593
0.306, 3.984, 8.734, 1393773636603
0.459, 3.984, 8.734, 1393773636614
0.459, 3.984, 8.581, 1393773636623
0.459, 3.984, 8.427, 1393773636634
0.306, 3.984, 8.581, 1393773636646
0.153, 3.984, 8.581, 1393773636653
-0.153, 3.524, 8.427, 1393773636673
0.0, 3.83, 9.04, 1393773636683
0.153, 3.984, 9.807, 1393773636693
0.612, 3.984, 10.726, 1393773636703
0.919, 3.524, 12.565, 1393773636714
0.766, 3.217, 12.871, 1393773636723
0.459, 2.911, 13.024, 1393773636733
0.306, 2.451, 13.178, 1393773636743
0.306, 2.451, 13.331, 1393773636753
0.459, 2.451, 13.178, 1393773636764
0.459, 2.604, 12.871, 1393773636776
0.612, 2.911, 12.105, 1393773636784
0.612, 3.064, 11.952, 1393773636793
0.612, 2.911, 11.339, 1393773636803
0.766, 2.604, 10.573, 1393773636814
0.919, 1.838, 9.194, 1393773636823
1.072, 1.685, 9.04, 1393773636833
1.072, 1.532, 9.194, 1393773636843
0.919, 1.685, 9.5, 1393773636854
0.153, 1.685, 10.266, 1393773636865
-0.306, 1.532, 10.573, 1393773636873
-0.766, 1.072, 10.726, 1393773636888
-1.072, 0.766, 10.726, 1393773636893
0.0, 0.153, 10.113, 1393773636903
-0.306, 0.766, 9.5, 1393773636923
-0.766, 0.459, 8.121, 1393773636934
-0.306, 0.306, 7.814, 1393773636943
-0.153, 0.306, 7.814, 1393773636953
-0.306, 0.612, 7.814, 1393773636966
-0.766, 1.072, 7.661, 1393773636973
-0.766, 0.919, 7.814, 1393773636984
-0.612, 0.919, 7.814, 1393773636993
-0.459, 0.766, 7.968, 1393773637003
-0.306, 0.766, 8.121, 1393773637013
-0.153, 0.766, 8.274, 1393773637023
0.153, 0.766, 8.274, 1393773637034
0.306, 0.766, 8.427, 1393773637043
0.459, 1.072, 8.734, 1393773637053
0.306, 1.072, 8.887, 1393773637063
0.306, 1.225, 9.194, 1393773637073
0.153, 1.225, 9.5, 1393773637084
-0.612, 1.532, 8.887, 1393773637103
-0.306, 1.532, 9.347, 1393773637104
0.153, 1.225, 9.347, 1393773637113
0.766, 0.919, 9.04, 1393773637123
1.072, 0.766, 8.887, 1393773637134
1.225, 0.766, 9.04, 1393773637143
0.766, 1.225, 9.04, 1393773637163
0.459, 1.532, 9.194, 1393773637173
0.153, 1.685, 9.5, 1393773637183
-0.153, 1.838, 9.653, 1393773637193
-0.459, 1.838, 9.96, 1393773637210
-0.459, 1.685, 9.96, 1393773637213
-0.306, 1.532, 9.807, 1393773637223
0.0, 1.379, 9.807, 1393773637233
-0.306, 1.838, 9.04, 1393773637243
0.612, 1.685, 9.5, 1393773637253
0.919, 1.532, 9.5, 1393773637263
1.225, 1.532, 9.347, 1393773637273
0.919, 1.685, 9.04, 1393773637283
0.766, 1.685, 9.347, 1393773637293
0.612, 1.532, 9.653, 1393773637303
0.306, 1.225, 10.573, 1393773637318
0.306, 1.072, 11.032, 1393773637323
0.306, 0.919, 11.492, 1393773637333
0.0, 1.072, 11.645, 1393773637343
0.919, 0.766, 12.871, 1393773637353
0.766, 0.919, 13.024, 1393773637363
0.459, 1.072, 12.871, 1393773637373
0.612, 1.225, 12.718, 1393773637383
1.532, 0.919, 11.492, 1393773637393
1.685, 0.612, 11.032, 1393773637403
2.298, 0.612, 10.879, 1393773637413
2.145, 0.766, 10.726, 1393773637424
0.612, 1.225, 10.113, 1393773637433
0.306, 1.379, 9.96, 1393773637443
0.0, 1.532, 9.96, 1393773637453
-0.306, 1.379, 9.5, 1393773637463
-1.072, 1.838, 8.887, 1393773637473
-0.612, 1.532, 9.194, 1393773637483
-0.153, 1.532, 9.5, 1393773637493
-0.153, 1.225, 9.807, 1393773637503
0.0, 1.225, 9.653, 1393773637513
0.306, 1.072, 9.653, 1393773637523
0.459, 1.072, 9.5, 1393773637533
0.766, 1.072, 8.734, 1393773637545
1.072, 1.072, 8.274, 1393773637553
1.532, 1.072, 8.121, 1393773637563
1.838, 1.225, 7.968, 1393773637573
1.838, 1.685, 7.968, 1393773637583
1.532, 1.992, 7.968, 1393773637593
1.225, 2.145, 7.968, 1393773637603
1.072, 2.145, 7.814, 1393773637613
0.766, 1.838, 7.355, 1393773637623
0.612, 1.685, 7.202, 1393773637637
0.459, 1.685, 7.048, 1393773637643
0.153, 1.685, 7.048, 1393773637653
-0.306, 1.838, 7.202, 1393773637663
-0.459, 1.838, 7.355, 1393773637673
-0.459, 1.685, 7.508, 1393773637683
-0.459, 1.992, 7.814, 1393773637693
-0.306, 2.145, 7.968, 1393773637713
0.0, 2.298, 8.121, 1393773637723
0.306, 2.451, 8.121, 1393773637733
0.459, 2.604, 7.968, 1393773637744
0.612, 2.604, 7.968, 1393773637753
0.766, 2.604, 7.968, 1393773637763
0.919, 2.758, 7.814, 1393773637773
1.072, 2.758, 7.968, 1393773637783
1.225, 2.911, 7.968, 1393773637793
1.225, 2.911, 8.121, 1393773637803
1.379, 3.064, 8.274, 1393773637813
1.532, 3.064, 8.427, 1393773637823
1.685, 3.064, 8.581, 1393773637833
1.838, 3.217, 8.734, 1393773637843
1.838, 3.217, 9.04, 1393773637853
1.838, 3.217, 9.194, 1393773637863
1.838, 3.217, 9.347, 1393773637873
1.685, 3.217, 9.653, 1393773637883
1.685, 3.217, 9.807, 1393773637893
1.685, 3.217, 9.96, 1393773637903
1.685, 3.064, 9.96, 1393773637913
1.685, 2.911, 9.96, 1393773637933
1.532, 2.911, 10.113, 1393773637943
1.379, 2.911, 10.266, 1393773637957
0.919, 2.758, 10.726, 1393773637963
0.919, 2.604, 10.879, 1393773637973
0.919, 2.604, 11.339, 1393773637983
1.072, 2.451, 11.492, 1393773637993
1.225, 2.145, 11.799, 1393773638003
1.225, 2.145, 11.645, 1393773638013
1.072, 2.145, 11.645, 1393773638023
0.919, 2.145, 11.492, 1393773638033
0.612, 1.992, 11.339, 1393773638043
0.766, 1.992, 11.186, 1393773638064
0.766, 1.838, 11.339, 1393773638073
0.766, 1.838, 11.799, 1393773638083
0.612, 1.992, 11.952, 1393773638093
0.306, 2.145, 11.952, 1393773638103
-0.306, 1.838, 11.645, 1393773638113
-0.459, 1.532, 11.492, 1393773638123
-0.612, 1.225, 11.186, 1393773638133
-0.766, 0.919, 10.726, 1393773638143
-0.919, 0.459, 9.653, 1393773638153
-0.766, 0.306, 9.194, 1393773638163
-0.766, 0.153, 8.887, 1393773638174
-0.612, 0.306, 8.581, 1393773638183
-0.459, 0.612, 8.274, 1393773638193
-0.306, 0.919, 8.121, 1393773638203
-0.306, 1.072, 7.968, 1393773638213
-0.153, 1.379, 7.968, 1393773638223
0.153, 1.532, 7.968, 1393773638233
0.459, 1.532, 7.968, 1393773638243
0.612, 1.532, 7.968, 1393773638253
0.766, 1.685, 7.968, 1393773638263
0.612, 1.838, 8.121, 1393773638278
0.612, 1.685, 8.427, 1393773638283
0.612, 1.532, 8.581, 1393773638293
0.306, 1.532, 8.887, 1393773638303
0.306, 1.685, 9.04, 1393773638313
0.306, 1.685, 9.347, 1393773638323
0.306, 1.685, 9.5, 1393773638333
0.459, 1.685, 9.807, 1393773638343
0.459, 1.685, 9.96, 1393773638353
0.306, 1.685, 9.96, 1393773638363
0.306, 1.838, 9.807, 1393773638373
0.306, 1.838, 9.5, 1393773638384
0.306, 1.838, 9.347, 1393773638393
0.153, 1.838, 9.194, 1393773638403
0.153, 1.992, 9.04, 1393773638413
0.306, 2.145, 8.581, 1393773638423
0.306, 2.145, 8.427, 1393773638433
0.459, 2.451, 8.581, 1393773638443
0.306, 2.758, 8.734, 1393773638453
0.919, 2.911, 7.968, 1393773638463
1.379, 2.911, 7.508, 1393773638473
1.532, 3.064, 7.661, 1393773638483
1.685, 3.217, 7.814, 1393773638493
1.685, 3.371, 7.661, 1393773638503
1.838, 3.371, 7.661, 1393773638513
1.838, 3.524, 7.661, 1393773638523
1.532, 3.677, 7.661, 1393773638533
1.225, 3.83, 7.814, 1393773638545
1.072, 3.984, 7.968, 1393773638553
0.919, 3.984, 8.274, 1393773638563
1.072, 3.83, 9.04, 1393773638573
1.072, 3.677, 9.347, 1393773638583
1.072, 3.677, 9.653, 1393773638598
1.072, 3.524, 9.96, 1393773638603
0.766, 3.371, 10.573, 1393773638613
0.766, 3.371, 11.032, 1393773638623
0.766, 3.217, 11.492, 1393773638633
0.766, 3.217, 11.799, 1393773638643
0.766, 3.064, 12.258, 1393773638653
0.612, 2.911, 12.105, 1393773638663
0.459, 2.911, 11.799, 1393773638673
0.459, 2.604, 11.492, 1393773638683
0.612, 2.758, 11.492, 1393773638713
1.225, 3.064, 11.032, 1393773638723
1.379, 2.911, 11.032, 1393773638733
1.379, 2.758, 11.032, 1393773638743
1.072, 2.451, 11.032, 1393773638753
0.766, 1.685, 10.726, 1393773638763
