203781572, 30148, 1153, -67, 8, 1392304853589
203781572, 30148, 1153, -67, 8, 1392304854569
203781572, 30148, 1153, -67, 8, 1392304855575
203781572, 30148, 1153, -67, 8, 1392304856583
203781572, 30148, 1153, -67, 8, 1392304857588
203781572, 30148, 1153, -69, 8, 1392304858354
203781572, 30148, 1153, -69, 8, 1392304858595
203781572, 30148, 1153, -69, 8, 1392304859604
203781572, 30148, 1153, -69, 8, 1392304860611
203781572, 30148, 1153, -69, 8, 1392304861617
203781572, 30148, 1153, -69, 8, 1392304862624
203781572, 30148, 1153, -69, 8, 1392304863631
203781572, 30148, 1153, -69, 8, 1392304864639
203781572, 30148, 1153, -69, 8, 1392304865831
203781572, 30148, 1153, -69, 8, 1392304866839
203781572, 30148, 1153, -69, 8, 1392304867846
203781572, 30148, 1153, -69, 8, 1392304868853
